# language_name_wals:	English
# language_name_glotto:	English
# iso639_3:	eng
# year_composed:	NA
# year_published:	1989
# mode:	written
# genre_broad:	conversation
# genre_narrow:	NA
# writing_system:	Latn
# special_characters:	NA
# short_description:	phon
# source:	https://phon.talkbank.org/data-orig/Clinical/Bernhardt/S2/040900.cha
# copyright_short:	https://sla.talkbank.org/TBB/phon
# copyright_long:	Phon and PhonBank: Rose, Y., & MacWhinney, B. (2014). The PhonBank Project: Data and software-assisted methods for the study of phonology and phonological development. In Durand J., Gut U., & Kristoffersen, G. (Eds.), The Oxford handbook of corpus phonology (pp. 380-401). Oxford, UK: Oxford University Press. Note: Please also acknowledge this grant support for PhonBank -- NIH-NICHHD RO1-HD051698.
# sample_type:	whole
# comments:	NA
about about about .
after .
airplane .
all .
apple .
ears ears .
eat eat .
eating .
egg .
Ernie .
eyes .
ice .
icecube .
is is .
is .
is .
it .
itch .
itchy .
it's .
off .
OK .
only .
orange .
other .
other .
out out .
us .
make .
mask .
milk .
milkman .
moose .
mouse .
moustache .
music .
musicbox .
night night .
noise .
noses .
page .
pages .
party .
picture .
pictures pictures .
pie .
pig .
piggy .
pink .
pipe .
plum .
pour .
pouring .
present .
put+it .
putting .
back .
ball .
basket .
bathtub .
because because .
bed .
bees .
Bert .
bib .
big .
birthday .
black .
black .
boot .
bootie .
boots .
boy .
bring .
broke .
broom .
brush .
brushing .
bunny+rabbits .
buzz .
buzzing .
bzz .
take .
talk .
teeth .
tie .
tired .
to to .
toes .
toot .
toothbrush .
truck .
try .
tubby tubby .
turn .
t_v .
two two .
daddy .
didn't .
dish .
diving .
do .
does .
dog .
dollies .
dollhouse .
dolls .
don't .
draw .
dress .
dressing .
cage .
cagey .
cake cake .
call .
camper .
can can .
candle .
candlestick .
can't .
carrot .
Christmas .
clock .
coffee .
Cole .
comb .
combing .
comes .
cook .
cook .
cooking .
costume .
cow .
crayons .
crown .
cry .
crying .
cup .
key .
king .
quarter .
quack .
queen .
get .
give .
glasses .
glove .
going .
gone .
gonna .
good .
great .
green .
gum .
guys .
fainted .
fall .
fast fast .
fetch .
fiddlers+three .
finger finger .
fish fish .
fishing .
five .
flipped .
flipping .
flower .
flying .
food .
fork .
Frosty .
fur .
van .
(tele)vision .
think .
three .
throw .
throwing .
thumb .
that .
that .
that .
that .
the .
there's .
these .
this .
this .
this .
this .
this .
(i)cy .
said .
Santa .
Santa_Claus .
Santa Santa .
sandwich .
scarf .
screaming .
screw+driver .
see .
sewing+machine .
sis .
sister .
sixpence .
sky .
sleep .
sleep .
sleepy .
slippers .
smooth .
snake .
snakey .
snow .
snowing .
soap .
soapy .
some+thing some+thing .
sounds .
spoon .
spring .
squirrel .
star .
starry .
string .
string .
sun .
sunglasses .
sunny sunny .
sweater .
sy .
zipper .
zoo .
zoom .
sheep .
shell .
shoe .
shouting .
chair .
cherries .
chicken chicken .
church .
G .
jack .
jacket .
Jill .
judge .
juice .
jump .
jump .
jumping .
just .
radio .
read .
reading .
red .
roar .
rooster .
row .
rub .
rubbing .
run .
running .
laugh .
laughing .
leaf .
like like .
little .
log .
long .
lookit .
look+it .
Lyle .
one .
wagon .
wannu .
watch .
watching .
what .
what .
when .
why .
will .
with .
word .
yellow .
you you .
hanger .
hanging' .
hat .
have .
hear .
her .
here's .
him .
his .
his .
home .
horsie .
hug .
hugging 
