# language_name_wals:	English
# language_name_glotto:	English
# iso639_3:	eng
# year_composed:	NA
# year_published:	1989
# mode:	written
# genre_broad:	conversation
# genre_narrow:	NA
# writing_system:	Latn
# special_characters:	NA
# short_description:	phon
# source:	https://phon.talkbank.org/data-orig/Clinical/Bernhardt/S5/060600.cha
# copyright_short:	https://sla.talkbank.org/TBB/phon
# copyright_long:	Phon and PhonBank: Rose, Y., & MacWhinney, B. (2014). The PhonBank Project: Data and software-assisted methods for the study of phonology and phonological development. In Durand J., Gut U., & Kristoffersen, G. (Eds.), The Oxford handbook of corpus phonology (pp. 380-401). Oxford, UK: Oxford University Press. Note: Please also acknowledge this grant support for PhonBank -- NIH-NICHHD RO1-HD051698.
# sample_type:	whole
# comments:	NA
A .
air .
all .
alone .
ears .
eat .
eating .
egg egg .
egg egg .
egg egg .
eleven .
Ernie .
eyebrow .
eyebrow .
ice .
ice+cubes .
old .
orange .
up .
mask .
mask .
match .
match .
meat .
milk .
milkman .
moose .
mouth .
music .
music .
musicbox .
noise .
noisy .
note .
page .
pages .
painting .
picture .
picture .
pie .
pig .
pink .
plane .
play+house .
plum .
plum .
plum .
pour+it .
pouring .
pouring .
pouring .
pouring .
present .
putting .
basket .
bath .
bath .
beanstalk .
bear+truck .
bed .
bed .
bee .
B .
Bert .
bib .
bird .
birth+day .
black .
black+birds .
boot .
bootie .
boots .
boots .
bouncing .
bread .
bread .
bread .
bread .
bread .
broom .
brown .
brush .
brush .
bubbles .
bumblebees .
bunny+rabbit .
buzzing .
bzz .
tails .
tall .
toe .
toothbrush .
toothy .
train .
truck .
trunk .
tub .
tubby .
t_v .
twelve .
twenty .
twenty twenty .
twins .
Tyrannosaurus_Rex .
dinner .
dish .
dish .
dive .
diving .
doggie .
doll .
doll .
dollars .
dolly+house .
dolly .
donut .
dress .
drum .
cage .
cagey .
cake .
call+them .
calling .
camel .
candle .
candles .
car .
cartoons .
cleaner .
clown .
clown .
coffee .
comb .
cook .
corner .
cow .
cry .
cry .
cry .
crying crying .
cup .
kettle .
key .
quack .
quarter .
quick .
quiet .
garbage .
glasses .
glasses .
glasses .
glove .
glove .
glove .
grape .
grape .
grape .
gum .
face .
face .
feathers .
fifteen .
finger .
fish .
fish .
fish .
fish .
fishing .
five .
flo(wer) .
flower .
flower .
fly .
fly .
for .
fork .
fourteen .
fruit .
fruit .
vacuum .
vacuum+cleaner .
van .
vanilla .
thirteen .
three .
thumb .
thumb .
thumb .
thumb .
Santa_Claus .
scarf .
scarf .
scarf .
screwdriver .
see .
seventeen .
sewing+machine .
sit .
skating .
skates .
sky .
sleep .
sleep .
sleep .
sleeping .
sleeping .
smile .
smile .
smooth .
snake .
snake .
snakey .
snow .
snowing .
snowing .
snowman .
soap .
soapy .
some .
some .
spider .
spoon .
sport .
spring .
squirrel .
star .
starry .
starry .
starry .
stick .
stick .
stick .
Straw+berry+short+cake .
string .
sunglasses .
sunny sunny .
supper .
zipper .
zoo .
sheep .
shoe .
shoe .
short .
short .
chair .
chair .
cherry .
cherry .
chicken .
chipmunk .
cho .
cho .
chocolate .
chocolate .
chocolate .
choo .
choo .
choo .
choo .
choo .
choo .
choo .
choochoo .
choochoo .
church .
church .
jacket .
jacket .
jacket .
Jessie .
judge .
jump .
jump .
jump .
jump .
jump .
jumping .
junk .
junk .
rabbit .
rabbit .
race .
radio .
radio .
read .
read .
read .
reading reading .
red .
red .
rich .
rich .
rich .
roar .
roar .
rope .
rough .
rub .
rubbing .
run .
running .
laugh laugh .
laughing .
leaf .
lemons .
lift .
lippy .
lips .
Lyle .
wagon .
watching .
(flo)wer .
with .
yellow .
yellow .
had .
hair .
hamburger .
hanging .
happy .
hat .
horse .
hug .
hugging 
