# language_name_wals:	English
# language_name_glotto:	English
# iso639_3:	eng
# year_composed:	NA
# year_published:	1989
# mode:	written
# genre_broad:	conversation
# genre_narrow:	NA
# writing_system:	Latn
# special_characters:	NA
# short_description:	phon
# source:	https://phon.talkbank.org/data-orig/Clinical/Bernhardt/S1/060400.cha
# copyright_short:	https://sla.talkbank.org/TBB/phon
# copyright_long:	Phon and PhonBank: Rose, Y., & MacWhinney, B. (2014). The PhonBank Project: Data and software-assisted methods for the study of phonology and phonological development. In Durand J., Gut U., & Kristoffersen, G. (Eds.), The Oxford handbook of corpus phonology (pp. 380-401). Oxford, UK: Oxford University Press. Note: Please also acknowledge this grant support for PhonBank -- NIH-NICHHD RO1-HD051698.
# sample_type:	whole
# comments:	NA
H .
airplane .
all .
alone .
ears .
eating .
egg .
egg .
eye+lashes .
ice .
icecream .
icy .
is .
itch .
itchy .
only .
magician .
magician .
magician .
mask .
mask .
money .
monster .
moosemask .
most .
mostly .
mother's .
mountains .
mouse .
mouse .
mouth .
mouthy .
music .
music .
musica .
musicbox .
musician .
musician .
noise .
noisy .
nose .
page .
pages .
parachute .
pie .
piggy .
pink .
place .
plum .
pop .
pour .
pouring .
Pugwash .
Pugwash .
put .
put .
ball .
ball .
balla .
basket .
bath .
because .
bib .
birthday .
black .
black .
boot .
bootie .
boots .
bounce .
bread .
bridge .
broke .
broom .
bzz .
buzzing .
take .
take .
teeth .
television .
toes .
toot toot .
toothbrush .
toothbrush .
toothy .
treasure .
tree .
tricked .
truck .
tumbling .
t_v .
dishes .
dive .
diving .
dog .
doll .
dollhouse .
dolly .
cage .
cagey .
cake .
call .
called .
calling .
candle .
captain .
captain .
captain .
catch .
Christmas .
clock .
coffee .
comb .
combing .
cook .
cooking .
crew .
cry .
crying .
cubes .
cup .
ketchup .
key .
quack .
glove .
gloves .
good .
grape .
great .
green .
grows .
father .
feather .
fingers .
fish .
fishing .
five .
flower .
fork .
friends .
fries .
from .
van .
volkswagon .
thank_you .
think .
thirty .
thread .
three .
three+a .
throw .
throw .
throwing throwing .
thumb .
that .
that .
that .
the .
the .
the .
there .
they .
this .
this .
Santa_Claus .
scarf .
scratch .
scrambled .
screwdriver .
screwdriver .
see .
sewing+machine .
silly .
skate .
sleep .
sleeping .
snake .
snowman .
soap .
soapy .
socks .
soldier .
splasha .
spoon .
spring .
squirrel .
standing .
star .
starry .
stayed .
stayed .
sticks .
still .
sting .
stinging .
strawberry .
strawberry .
string .
strucked .
stuck .
sunglasses .
sweater .
swim .
zipper .
zoo .
zoo .
chef .
chef .
she .
ship .
shirt .
shoe .
should .
show .
chair .
chair .
cherry .
chicken .
chocolate .
chocolate .
chocolate .
chuga .
church .
church .
G .
judge .
jump .
jumping .
rabbit .
read .
read .
reading .
really .
red .
roar .
roar .
row .
run .
run .
laugh .
laughing .
like .
lion .
lips .
little .
long .
wagon .
watching .
why .
with .
use .
use .
used+to .
yellow .
you .
hair .
Hallowe'en .
hanger .
hat .
have .
he .
here .
he's .
hey .
hill .
hole .
home .
horses .
hug 
