# language_name_wals:	English
# language_name_glotto:	English
# iso639_3:	eng
# year_composed:	NA
# year_published:	1989
# mode:	written
# genre_broad:	conversation
# genre_narrow:	NA
# writing_system:	Latn
# special_characters:	NA
# short_description:	phon
# source:	https://phon.talkbank.org/data-orig/Clinical/Bernhardt/S6/030300.cha
# copyright_short:	https://sla.talkbank.org/TBB/phon
# copyright_long:	Phon and PhonBank: Rose, Y., & MacWhinney, B. (2014). The PhonBank Project: Data and software-assisted methods for the study of phonology and phonological development. In Durand J., Gut U., & Kristoffersen, G. (Eds.), The Oxford handbook of corpus phonology (pp. 380-401). Oxford, UK: Oxford University Press. Note: Please also acknowledge this grant support for PhonBank -- NIH-NICHHD RO1-HD051698.
# sample_type:	whole
# comments:	NA
again .
all .
all+alone .
and .
any .
at .
aunt .
aunt .
aunt .
ear .
eat eat .
eating .
Ernie .
Ernie .
ice .
ice+cubes .
icy .
if .
if .
in .
inside .
is .
it .
it .
it .
itch .
itchy .
it's .
it's .
office .
on .
oopsy .
or .
or .
our .
ours .
up .
machine .
milk .
milkman .
mom .
more .
mouse .
mouth .
mouthy .
music .
myself .
nailpolish .
nickels .
night night .
nips .
noise .
noisy .
nose .
not not not .
not .
page .
pages .
pages .
party .
pie .
pig .
pig .
piggy+bank piggy+bank .
pink pink .
play .
play .
plum .
pockets .
policeman .
pop .
popcorn .
pour .
pouring .
present .
put .
baby .
bag .
balloons .
basket .
bathtub .
bed .
Bert .
big .
bird .
birth+day birth+day .
black .
blowing .
blue .
book .
boot .
boots .
bought .
bought .
boy .
bring .
broke .
broken .
brush .
brush .
brush .
brushing .
bunny .
bury .
but .
but .
buzzing .
take .
tea .
tights .
time .
to .
to to .
to .
too .
tooth .
toothbrush .
toothy .
toy .
toys .
turn .
t_v .
two two .
dad .
dickory .
did .
diving .
dock .
dog .
dress .
dressing .
cage .
cagey .
cake .
calling .
camping .
camping .
camping .
camping .
can .
candle .
can't .
cat .
cawcaw .
clock .
coffee .
coffee .
cold .
comb .
comb .
combing .
come .
cook .
cooking .
cow .
corn .
corn .
crayons .
cry .
crying .
cup .
kangaroo .
king king .
kissing .
kitten .
quackquack .
quarters .
queen .
quick .
get .
girls girls .
girls .
glad .
glasses .
go go .
going .
going+to .
ground .
gum .
guy .
fell .
finger .
fish .
fishing .
fishing+rod .
fits .
five .
flat .
float .
floor .
flop .
fly .
foots .
for for .
three .
throw .
throw .
throwing .
thumb .
that .
that that .
that .
that .
the the .
them .
there .
there .
these .
they they .
they .
this .
this this .
this .
sad .
said .
sand .
sank .
Santa_Claus .
screwdriver .
see .
sewing+machine .
sis .
sleep .
sleeping .
Smarties .
smooth .
snake .
snakey .
snowing .
snowman .
soap .
soapy .
socks .
some .
some .
some+body .
somebody .
somebody .
something .
spider .
spilled .
spoon .
squirrel .
star .
starry .
stars .
stick .
sun .
sunglasses .
supposed+to supposed+to .
sweater .
swimming .
zːːː .
zoo .
sheep .
shoulders .
chair .
church .
G .
Jill .
judge .
jump .
jumping .
just just .
rabbit .
radio .
ran .
read .
reading .
red .
right .
Ring+arounda+rosy .
roar .
row .
running running .
write .
laugh .
laughing .
leafs .
leafy .
library .
like .
like .
like .
lipstick .
little little .
littles .
look .
Lyle .
one .
ones .
wagon .
was .
watch .
watching .
water .
wave .
waving .
what .
white .
why .
window window window window .
window .
with .
yellow yellow .
your .
had .
hair .
hairbrush .
hands .
hanger .
hanging hanging .
has has .
have have .
have .
here .
hickory .
hold .
hole .
holes .
home .
hook .
hop hop .
hot+dog .
house .
house .
hug .
hugging .
Humpty_Dumpty 
