# language_name_wals:	English
# language_name_glotto:	English
# iso639_3:	eng
# year_composed:	NA
# year_published:	1989
# mode:	written
# genre_broad:	conversation
# genre_narrow:	NA
# writing_system:	Latn
# special_characters:	NA
# short_description:	phon
# source:	https://phon.talkbank.org/data-orig/Clinical/Bernhardt/S5/060400.cha
# copyright_short:	https://sla.talkbank.org/TBB/phon
# copyright_long:	Phon and PhonBank: Rose, Y., & MacWhinney, B. (2014). The PhonBank Project: Data and software-assisted methods for the study of phonology and phonological development. In Durand J., Gut U., & Kristoffersen, G. (Eds.), The Oxford handbook of corpus phonology (pp. 380-401). Oxford, UK: Oxford University Press. Note: Please also acknowledge this grant support for PhonBank -- NIH-NICHHD RO1-HD051698.
# sample_type:	whole
# comments:	NA
again .
airplane .
all .
all .
all .
alone .
and and .
ears .
eat .
eating .
egg .
Ernie .
I .
ice .
icebox .
ice+cubes .
icing .
ice+squares .
in in .
itchy .
on .
or .
orange .
our .
up .
market .
Mary .
mask .
me .
men .
merrily .
milkman .
mitten .
moon .
moon .
mosquito .
mouse .
mouth .
mouthy .
mouthy .
music .
musicbox .
my .
nice .
no .
noise .
noisy .
nose .
notes .
paddle .
page .
pages .
paper .
paperclip .
peacock peacock .
peacock .
pie pie .
pig .
pig .
pig .
pin .
pink .
plant .
plant .
playing .
plum .
pour+it .
pouring .
present .
pretty .
pulled .
put .
badge badge badge .
badge .
badges .
ball .
basket .
basket .
bath .
bed .
beef .
Bert .
bib .
big .
birthday .
birthday .
black .
black .
blackbird .
black+birds .
boat .
bone .
boot .
boot .
bootie .
boots .
boy .
bowl .
bread .
bread .
bread .
broom .
broom .
brown brown .
brush .
bubbles .
butter .
button .
buzz .
buzz .
buzz .
buzzing .
tea+pot .
teeth teeth .
teeth .
toes .
together .
together .
toot+choo .
toothbrush .
toothy .
treat .
truck .
truck .
truck .
tub .
tubby .
turn .
t_v .
twenty .
twentythree .
twentythree .
two .
two .
dad .
daddy .
daddy .
dish .
dish .
diving .
doggie .
doing .
doll .
doll .
dolly+house .
dolly .
dolly .
dolly .
down .
dragon .
draw .
dress .
dress .
dressed .
cage .
cagey .
cagey .
cake .
cake .
call+them .
calling .
camel camel camel .
candle .
candle .
candles .
candlestick .
car .
Christmas .
Christmas .
Christmas .
Christmas .
clean .
clipper .
clown .
coat .
cockadoodledoo .
coffeepot .
comb .
comb .
comb .
cook .
cooking .
corner .
couldn't .
crayon .
crayon .
crayon .
cup .
cupboard .
key .
king king .
queen .
quick .
glass .
glasses .
glove .
glove .
good .
got .
great .
green .
green .
grin .
gum .
face .
fall .
feathers .
feet .
fiddlers .
finger .
fish .
fish .
fishing .
fishing .
five .
flower .
fork .
found .
four .
four .
van .
three .
three .
throw .
throwing .
thumb .
that .
the .
the .
the .
the .
the .
these .
Santa .
Santa_Claus .
Santa_Claus .
sat .
scarf .
scratch .
screwdriver .
sewing .
sewing+machine .
skidder .
sleep .
sleeping .
slow .
smile .
smooth .
snake .
snowing .
snowman .
soap .
soapy .
soapy .
soft .
some .
something .
spider .
spilled .
spoon .
spring .
spring .
squirrel .
star .
star .
starnight .
starry .
starry .
starry .
starry .
starry .
stay .
sting .
stream .
street .
string .
sun .
sunglasses .
sunglasses .
sweater .
Z .
zipper zipper .
zipper .
zoo .
shoe .
shoe .
chair .
chair .
chair .
cherries .
chicken .
church .
G .
G .
G .
gently .
Jack .
Jack .
Jessica .
Jessie .
Jessie .
Jill .
judge .
jumping .
rabbit .
radio .
radio .
read .
reading .
record .
red .
red .
red .
red .
red .
ri .
ribbon .
roast+beef .
row .
row .
run .
running .
laugh .
laughing .
leaf .
leafy .
leafy .
leaping .
little .
lo .
log .
Lyle .
wagon .
wall .
watch watch .
watch .
watching .
water .
wave .
waving .
weeweewee .
what .
work .
yehyes .
yellow .
your .
had .
had .
hair .
hamburger .
hang .
hanger .
happy .
hat .
he's .
him .
home home .
horrible .
horses .
horsie .
house .
house .
hug .
hugging .
Humpty_Dumpty 
