# language_name_wals:	English
# language_name_glotto:	English
# iso639_3:	eng
# year_composed:	NA
# year_published:	1989
# mode:	written
# genre_broad:	conversation
# genre_narrow:	NA
# writing_system:	Latn
# special_characters:	NA
# short_description:	phon
# source:	https://phon.talkbank.org/data-orig/Clinical/Bernhardt/S5/060800.cha
# copyright_short:	https://sla.talkbank.org/TBB/phon
# copyright_long:	Phon and PhonBank: Rose, Y., & MacWhinney, B. (2014). The PhonBank Project: Data and software-assisted methods for the study of phonology and phonological development. In Durand J., Gut U., & Kristoffersen, G. (Eds.), The Oxford handbook of corpus phonology (pp. 380-401). Oxford, UK: Oxford University Press. Note: Please also acknowledge this grant support for PhonBank -- NIH-NICHHD RO1-HD051698.
# sample_type:	whole
# comments:	NA
again .
0 .
air+plane air+plane .
airplane .
all .
alone .
and and .
arrow .
ears .
eat .
eating .
egg .
eleven .
eyes .
I .
ice .
ice+cubes .
icy .
is .
itch .
itchy .
on .
orange .
orange .
outside .
over .
make+up .
mask .
measure .
men .
merry .
middle .
milk .
milk .
milk .
milk milk+man .
mine .
money .
moon .
mouth mouth .
music .
music .
music .
music .
musicbox .
name name .
nimble .
nine .
noise .
noisy .
nose .
page page page .
pages .
peanut .
peanut+butter .
penguin .
pet .
picture .
picture .
pie .
pig .
piggy .
plate .
playing .
playing .
plum .
plum .
pop .
pour+it .
pouring .
pouring .
pouring .
present .
prints .
put .
baby .
bamboo .
basket .
bath .
bath .
bear+truck .
because .
bed .
bee .
bees .
belongs .
Bert .
bike .
birthday .
black .
blanket .
boat .
book .
books books .
boot .
boot .
bootie .
boots .
boy .
boy .
bread .
broom .
brush .
buzz .
buzzing .
talk .
tea+pot .
teeth .
television .
tie .
tired .
to .
toes .
together .
tools .
toot+toot .
tooth .
tooth .
toothbrush .
toothbrush .
top .
tree .
trouble .
truck .
tub .
tubby .
t_v .
twelve .
two .
two .
dad .
daddy .
dentist .
didn't .
dill .
dish .
dishes .
dive .
diving .
dog dog dog .
doing .
dollars .
dolly+house .
dolly .
don't .
don't .
down .
dress dress .
dressing .
drink .
drive .
drying .
cage .
cagey .
cake .
call+them call+them .
calling calling .
calling .
camel camel .
camel .
camper .
candles .
can't .
car .
carrot .
cat .
'cause .
Christmas .
Christmas .
climb .
climb .
climbing .
climbing .
clothes .
clothes .
clothes .
clouds .
clown clown .
clown .
clown .
coat .
coffee .
color color .
coloring .
comb .
combing combing .
cook .
cook .
cookies .
cookies .
cooking .
couldn't .
court .
cow .
crashed .
crashed .
crayons .
cry .
cry .
cry .
cry .
cry .
crying .
cup .
cups .
key .
king king .
quack .
girl .
girl .
girl .
girl .
girl .
girl .
girl .
girls .
girls .
girl's .
glasses .
glasses .
glasses glasses .
glove .
good .
grass .
great .
green .
gum .
fall .
feathers .
find .
fingers .
fish .
fish .
fishing .
fishing .
five .
flowers .
fly .
fly .
foot .
fork .
fruit .
van van .
think .
three .
throw .
throwing .
thumb .
thumb .
that .
the .
the .
the .
the .
the .
they .
this .
this this .
said .
sandwich .
Santa_Claus .
sat .
scarf .
scarf .
scratch .
screw+driver .
see .
sewing+machine .
sis .
sitting .
sleep .
sleep .
sleeping .
slipper .
smiling .
snake .
snakey .
snowing .
snowman .
soap .
soapy .
something .
spanked .
spoon .
spoon .
spring .
squares .
squirrel .
standing .
star .
starry .
stinky .
story .
string string string .
sun .
sunny .
sweater .
zipper .
zoo .
zoo .
shampoo .
shampoo .
shampoo .
shampoo .
she .
she .
sheep .
shoe .
shoe .
shoe .
shoe shoe .
shooting .
chair .
chair .
chair .
checks .
checks .
cherries .
cherries .
chicken .
children .
chimney chimney .
choochoo .
church .
church .
G .
G .
G .
giant .
giraffe .
Jack .
Jack .
Jack .
Jack .
Jack .
jacket .
jacket .
jail .
Jill .
judge .
juice .
jump .
jump .
jump .
jump .
jump .
jump .
jumped .
jumping .
jumping .
radio .
radio .
radio .
ran .
read .
reading .
red .
red .
ride .
roar .
row .
row .
rub .
rub .
rubbing .
run .
running .
write .
wrong .
ladder .
lambs .
laugh .
laughing .
leaf .
leafy .
looking .
Lyle .
wagon .
wall .
want .
want .
watch .
watching .
wave .
waving .
what .
why .
working .
yes .
yellow .
you .
you .
your .
your .
hair+brush .
hamburger .
hand+stand .
hanging .
head .
helicopter .
helicopter .
her .
hers hers .
his+self .
his .
hit .
honey .
horse .
horses .
horsie .
house .
Humpty_Dumpty 
