# language_name_wals:	English
# language_name_glotto:	English
# iso639_3:	eng
# year_composed:	NA
# year_published:	1989
# mode:	written
# genre_broad:	conversation
# genre_narrow:	NA
# writing_system:	Latn
# special_characters:	NA
# short_description:	phon
# source:	https://phon.talkbank.org/data-orig/Clinical/Bernhardt/S6/030000.cha
# copyright_short:	https://sla.talkbank.org/TBB/phon
# copyright_long:	Phon and PhonBank: Rose, Y., & MacWhinney, B. (2014). The PhonBank Project: Data and software-assisted methods for the study of phonology and phonological development. In Durand J., Gut U., & Kristoffersen, G. (Eds.), The Oxford handbook of corpus phonology (pp. 380-401). Oxford, UK: Oxford University Press. Note: Please also acknowledge this grant support for PhonBank -- NIH-NICHHD RO1-HD051698.
# sample_type:	whole
# comments:	NA
and and and and .
and .
are .
at .
aunt .
ear .
eat .
eating .
egg .
elephant .
elephant .
Ernie .
eye .
ice .
ice+cubes .
icy .
if .
in in .
is .
is .
is is .
it .
it .
it .
it it .
itch .
itchy .
itchy .
it's .
off .
off .
on .
orange .
our .
our .
out .
over .
up .
make .
mask .
milk .
mittens .
mommy .
money .
monkey .
mouse .
mouth .
mouthy mouthy .
night .
noise .
noisy .
none .
nose .
not not not .
not .
page .
pages .
party party .
pen .
pie .
pig .
pig+tail pig+tail .
piggywiggy .
pipe .
pipe .
plant .
play .
plum .
policeman .
pop .
pour .
pouring .
present .
put .
put .
baby baby .
back .
basket .
bathtub .
bathtub .
bed .
bee .
beepbeep .
Bert .
bib .
big .
big big .
bird .
birthday .
birthday .
birthday .
birthday .
bite .
boat .
bootie .
boots .
boots .
bottle .
bought .
bowl .
bring .
broke .
broke .
broken .
broken .
broken .
brush .
brush .
brush .
bubbles .
but .
buzz .
buzzing .
tea tea .
teeth .
tie .
time .
to .
to .
toes .
too .
toot+toot .
toothbrush .
toothy .
touch .
tree .
truck .
tubby .
t_v t_v .
two two .
dad .
daddy .
dead .
diaper .
dishes .
dive .
diving .
dock .
dog .
dollhouse .
dollies .
dolly .
dolly .
done .
dress .
dressing .
cage .
cagey .
cake .
call .
calling .
candle .
candy .
can't .
cat .
caw .
cawcaw .
Christmas .
clock .
coffee .
comb .
combing .
come .
cook .
cookie .
cooking .
crayons .
cry .
cup .
'kay .
key key .
quarter .
queen .
get .
glasses .
glasses .
glove .
glovey .
go .
going .
green .
gum .
Gummi+bear .
fall .
feather feather .
feather .
feet .
feet .
fish .
fishing .
fit .
five .
flower .
flower .
for .
fork .
found .
from .
funny .
van .
three .
throw .
throwing .
thumb .
that .
that .
the the .
the .
there .
these .
they .
this .
this .
this this .
this .
this .
those .
sandal .
Santa .
Santa_Claus .
scarf .
screwdriver .
see see .
sewing+machine .
sing .
sis .
sis .
sleep .
sleeping .
smooth .
snake .
snakey .
snowing .
snowman .
soap soap .
soapy .
some .
some+body .
something .
soup .
soup .
spider .
spoon .
spring .
squirrel .
stamps .
star .
starry .
stay .
stick .
sticks .
string .
sunglasses .
sweater .
sweep .
swim swim .
zipper .
zoo .
zoo .
sheep .
shoe .
short .
shorts .
chair .
cherry .
chicken .
church .
G .
giraffe .
Jack .
judge .
jumping .
rabbit .
radio .
ran .
read .
reading .
red .
red .
right .
right .
right .
right .
roar .
rough .
rowing .
rub .
rubbing .
running .
write .
laugh .
laughing .
leaf .
leafy .
let's .
like .
lion .
little .
little .
look .
loud .
Lyle .
one .
ones .
wagon .
was was .
wash .
watch .
water water water .
wave .
we .
white .
why why .
why .
will will .
window .
yeh .
yeh .
yellow yellow .
you .
your .
yucky .
had .
hair .
hair .
hands .
hanger .
happy .
has .
hat .
have .
help .
her .
here here here .
here .
hide .
home .
home .
home now .
home .
horsie .
horsie .
house .
hug .
hugging .
hurt 
